Provider,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum,ClaimCounts,Gender,ClaimPeriod,RaceOneFrac,MajorRace,RenalDiseaseIndicator,Age,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct,StateCount_Uniq,MajorState,CountyCount_Uniq,MajorCounty,TotalIPAnnualReimbursementAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualDeductibleAmtdf,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac,PotentialFraud
PRV55831,2.716049382716049,100.0,11.908641975308642,11.934567901234567,2457.814814814815,24620,1990830,716.1851851851852,7040,580110,810,0.417,2.626,0.94,1,0.191,74.0,471,1.7197452229299364,235090,290.2345679012346,8400,6,135.0,5,162.0,3,270.0,0.0,5,50,20,530,3811920,4706.074074074074,155600,337276,416.39012345679015,4272,0.0,0.0,0.0,0.3839506172839506,0.5864197530864198,0.3679012345679012,0.1679012345679012,0.3604938271604938,0.4382716049382716,0.7345679012345679,0.7222222222222222,0.3160493827160494,0.3543209876543209,0.0975308641975308,0.0037037037037037,0
PRV55723,0.0,0.0,11.48936170212766,12.0,3862.127659574468,15320,181520,981.4893617021276,3990,46130,47,0.766,4.021,0.872,1,0.17,73.0,25,1.88,14500,308.51063829787233,3300,6,7.833333333333333,6,7.833333333333333,5,9.4,0.0,1,37,6,740,140640,2992.340425531915,37040,10680,227.2340425531915,2136,0.0,0.0,0.0,0.2340425531914893,0.723404255319149,0.2765957446808511,0.0851063829787234,0.1276595744680851,0.3404255319148936,0.6808510638297872,0.8085106382978723,0.1914893617021276,0.2765957446808511,0.0212765957446808,0.0,0
PRV56508,2.0338983050847457,100.0,11.796610169491526,11.966101694915254,2428.700564971751,20350,429880,676.4971751412429,5300,119740,177,0.548,2.559,0.847,1,0.215,70.0,84,2.107142857142857,48580,274.4632768361582,3300,7,25.285714285714285,3,59.0,8,22.125,0.0,1,44,7,590,949510,5364.463276836158,44000,101856,575.457627118644,5340,0.0,0.0,0.0,0.2824858757062147,0.4915254237288136,0.3785310734463277,0.0734463276836158,0.2937853107344633,0.4915254237288136,0.6949152542372882,0.7344632768361582,0.2768361581920904,0.2711864406779661,0.1412429378531073,0.0056497175141242,0
PRV51353,299.44444444444446,1068.0,12.0,12.0,1273.3333333333333,4300,22920,391.1111111111111,1530,7040,18,0.611,4.333,0.667,1,0.056,70.0,17,1.0588235294117647,51210,2845.0,14000,12,1.5,1,18.0,8,2.25,0.2777777777777778,1,5,5,580,115060,6392.222222222223,29000,11748,652.6666666666666,2136,14.0,0.0,1.7777777777777777,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.1666666666666666,0.2777777777777778,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3888888888888889,0.0555555555555555,0.0,0
PRV52671,0.0,0.0,12.0,12.0,2605.0,4610,5210,500.0,720,1000,2,1.0,1.0,0.5,1,0.5,81.0,2,1.0,240,120.0,200,2,1.0,0,-99.0,1,2.0,0.0,1,14,1,800,3000,1500.0,3000,1068,534.0,1068,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0
PRV53237,0.0,0.0,12.0,10.5,1773.75,2990,14190,445.0,1400,3560,8,0.375,1.75,1.0,1,0.0,66.5,7,1.1428571428571428,1230,153.75,600,1,8.0,1,8.0,1,8.0,0.0,1,17,1,860,15000,1875.0,15000,1068,133.5,1068,0.0,0.0,0.0,0.625,0.5,0.375,0.125,0.125,0.375,0.75,0.875,0.375,0.25,0.0,0.0,0
PRV55218,3.8297872340425534,100.0,12.0,12.0,2455.0,27110,230770,759.8936170212766,7300,71430,94,0.394,2.84,0.777,1,0.266,71.0,82,1.146341463414634,20910,222.4468085106383,2500,34,2.764705882352941,13,7.230769230769231,17,5.529411764705882,0.0,5,42,19,910,391410,4163.936170212766,57000,49128,522.6382978723404,3204,0.0,0.0,0.0,0.3829787234042553,0.7021276595744681,0.4893617021276595,0.0851063829787234,0.2553191489361702,0.4361702127659574,0.7978723404255319,0.7659574468085106,0.3404255319148936,0.4574468085106383,0.0851063829787234,0.0,0
PRV53839,0.0,0.0,12.0,12.0,480.0,480,480,1110.0,1110,1110,1,1.0,1.0,1.0,1,0.0,73.0,1,1.0,0,0.0,0,1,1.0,1,1.0,0,-99.0,0.0,1,54,1,150,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
PRV55716,0.0,0.0,12.0,12.0,3917.2,31310,97930,1044.8,9110,26120,25,0.6,2.64,0.88,1,0.16,75.0,23,1.0869565217391304,6620,264.8,1700,16,1.5625,2,12.5,6,4.166666666666667,0.0,3,45,11,955,48940,1957.6,18200,6408,256.32,1068,0.0,0.0,0.0,0.36,0.64,0.28,0.12,0.16,0.4,0.64,0.76,0.24,0.4,0.08,0.0,0
PRV56783,0.0,0.0,11.858823529411763,11.858823529411763,1953.176470588236,17860,166020,593.0588235294117,3940,50410,85,0.412,2.412,0.835,1,0.2,71.0,69,1.2318840579710144,25430,299.1764705882353,3100,1,85.0,1,85.0,1,85.0,0.0,1,45,10,954,339820,3997.8823529411766,38780,29904,351.81176470588235,3204,0.0,0.0,0.0,0.3647058823529411,0.611764705882353,0.4,0.2117647058823529,0.2352941176470588,0.4,0.6941176470588235,0.7529411764705882,0.3176470588235294,0.4,0.0588235294117647,0.0,0
PRV51781,4.166666666666667,100.0,12.0,12.0,1797.5,8090,43140,470.4166666666667,1320,11290,24,0.417,2.792,0.667,1,0.208,72.0,20,1.2,3000,125.0,1000,1,24.0,2,12.0,1,24.0,0.0,1,5,2,440,97360,4056.6666666666665,45360,10680,445.0,4272,0.0,0.0,0.0,0.4166666666666667,0.5,0.5416666666666666,0.1666666666666666,0.2083333333333333,0.4583333333333333,0.75,0.8333333333333334,0.25,0.4166666666666667,0.125,0.0833333333333333,0
PRV57369,426.7142857142857,1068.0,12.0,12.0,1477.142857142857,6190,41360,468.57142857142856,2240,13120,28,0.464,2.929,0.893,1,0.214,73.5,27,1.037037037037037,119350,4262.5,40000,18,1.5555555555555556,7,4.0,6,4.666666666666667,0.3928571428571428,3,50,9,380,183580,6556.428571428572,40000,21360,762.8571428571429,2136,12.0,0.0,2.25,0.3214285714285714,0.7142857142857143,0.3928571428571428,0.2142857142857142,0.2857142857142857,0.3214285714285714,0.75,0.7142857142857143,0.3571428571428571,0.2142857142857142,0.0,0.0,0
PRV55151,1068.0,1068.0,12.0,12.0,1120.0,1120,1120,60.0,60,60,1,1.0,2.0,0.0,2,0.0,62.0,1,1.0,10000,10000.0,10000,1,1.0,0,-99.0,0,-99.0,1.0,1,39,1,630,10000,10000.0,10000,1068,1068.0,1068,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
PRV53517,1068.0,1068.0,12.0,12.0,4915.0,9830,9830,765.0,1530,1530,2,1.0,6.5,1.0,1,0.5,75.5,2,1.0,17000,8500.0,9000,1,2.0,0,-99.0,0,-99.0,1.0,1,19,2,310,24000,12000.0,16000,3204,1602.0,2136,8.0,6.5,6.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0
PRV56281,3.888888888888889,100.0,12.0,12.0,3898.148148148148,17480,210500,972.7777777777778,5500,52530,54,0.426,3.259,0.87,1,0.241,71.0,24,2.25,24130,446.8518518518519,3300,2,27.0,2,27.0,2,27.0,0.0,1,42,2,340,446000,8259.25925925926,45000,25632,474.6666666666667,1068,0.0,0.0,0.0,0.2962962962962963,0.7407407407407407,0.5925925925925926,0.1111111111111111,0.1481481481481481,0.3888888888888889,0.7407407407407407,0.7777777777777778,0.2777777777777778,0.3148148148148148,0.1481481481481481,0.0,0
PRV53652,0.0,0.0,12.0,12.0,1537.6,6290,38440,490.4,1110,12260,25,0.56,1.0,1.0,1,0.12,77.0,24,1.0416666666666667,3640,145.6,2300,1,25.0,1,25.0,0,-99.0,0.0,2,30,3,150,46200,1848.0,15200,9044,361.76,2136,0.0,0.0,0.0,0.44,0.6,0.4,0.16,0.24,0.48,0.64,0.8,0.36,0.4,0.04,0.0,0
PRV52810,1068.0,1068.0,10.0,10.0,868.3333333333334,2350,5210,520.0,1180,3120,6,0.333,6.167,1.0,1,0.333,70.5,6,1.0,76000,12666.666666666666,32000,1,6.0,1,6.0,0,-99.0,1.0,1,14,4,989,83200,13866.666666666666,32000,7476,1246.0,2136,18.0,4.0,6.166666666666667,0.1666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.5,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0
PRV56453,1.826086956521739,100.0,12.0,11.982608695652171,1874.0,7030,215510,473.5652173913044,2420,54460,115,0.426,2.243,0.922,1,0.157,72.0,57,2.017543859649123,43550,378.69565217391306,7030,18,6.388888888888889,11,10.454545454545457,10,11.5,0.0,2,44,8,910,275040,2391.6521739130435,27160,28836,250.7478260869565,2136,0.0,0.0,0.0,0.391304347826087,0.4434782608695652,0.2,0.1043478260869565,0.1565217391304348,0.4,0.6260869565217392,0.7565217391304347,0.208695652173913,0.1826086956521739,0.1043478260869565,0.0,0
PRV55037,20.262345679012345,1068.0,11.892141756548536,11.926040061633282,2523.2973805855163,32240,1637620,675.7935285053929,11800,438590,649,0.439,2.547,0.79,1,0.227,74.0,448,1.4486607142857142,313660,483.2973805855162,26000,14,46.35714285714285,10,64.9,8,81.125,0.0169491525423728,1,33,7,700,2579630,3974.7765793528506,56300,291892,449.7565485362096,32204,15.0,0.0,0.1093990755007704,0.3882896764252696,0.539291217257319,0.3944530046224961,0.1802773497688752,0.300462249614792,0.3775038520801232,0.6563944530046225,0.7087827426810478,0.2788906009244992,0.2973805855161787,0.1078582434514637,0.0015408320493066,0
PRV56890,5.0,60.0,12.0,12.0,1971.6666666666667,4610,23660,240.8333333333333,690,2890,12,0.167,1.917,0.917,1,0.417,81.5,5,2.4,4270,355.8333333333333,1500,1,12.0,0,-99.0,1,12.0,0.0,2,45,2,592,162400,13533.333333333334,35600,18156,1513.0,3204,0.0,0.0,0.0,0.6666666666666666,0.8333333333333334,0.0,0.0,0.3333333333333333,0.5,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.0,0.0,0
PRV54191,0.0,0.0,12.0,12.0,195.0,330,390,405.0,800,810,2,0.5,1.0,1.0,1,0.0,75.5,2,1.0,360,180.0,300,1,2.0,1,2.0,0,-99.0,0.0,1,24,1,760,45040,22520.0,45040,2136,1068.0,2136,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0
PRV51308,3.7142857142857135,100.0,12.0,11.285714285714286,2080.5714285714284,11610,72820,653.4285714285714,1840,22870,35,0.571,2.571,0.8,1,0.171,69.0,31,1.1290322580645162,13790,394.0,2300,4,8.75,2,17.5,3,11.666666666666666,0.0,2,37,6,710,117010,3343.1428571428573,36800,16884,482.4,4068,0.0,0.0,0.0,0.2571428571428571,0.4857142857142857,0.2857142857142857,0.1142857142857142,0.2857142857142857,0.4,0.6285714285714286,0.6571428571428571,0.3714285714285714,0.2285714285714285,0.0857142857142857,0.0857142857142857,0
PRV52202,0.0,0.0,12.0,12.0,1926.6,9700,96330,476.2,1610,23810,50,0.42,1.42,0.82,1,0.12,72.5,49,1.020408163265306,8200,164.0,1100,2,25.0,2,25.0,2,25.0,0.0,1,10,1,120,153580,3071.6,57000,13748,274.96,3068,0.0,0.0,0.0,0.34,0.58,0.34,0.12,0.22,0.48,0.8,0.72,0.44,0.4,0.08,0.0,0
PRV54294,0.0,0.0,12.0,12.0,200.0,200,200,60.0,60,60,1,1.0,1.0,1.0,1,0.0,76.0,1,1.0,60,60.0,60,1,1.0,1,1.0,0,-99.0,0.0,1,25,1,780,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
PRV53913,1.984732824427481,200.0,11.816793893129772,11.86259541984733,2952.442748091603,32710,386770,876.7938931297709,7900,114860,131,0.405,2.55,0.893,1,0.214,74.0,129,1.0155038759689925,36180,276.1832061068702,2700,53,2.471698113207548,21,6.238095238095238,28,4.678571428571429,0.0,11,54,44,940,589840,4502.595419847328,74000,54768,418.0763358778626,3204,0.0,0.0,0.0,0.3969465648854962,0.6183206106870229,0.4198473282442748,0.2671755725190839,0.3511450381679389,0.465648854961832,0.8015267175572519,0.8015267175572519,0.2900763358778626,0.2900763358778626,0.0839694656488549,0.0076335877862595,0
PRV54261,5.066666666666666,100.0,12.0,12.0,2306.133333333333,21400,172960,586.1333333333333,6100,43960,75,0.36,3.4,0.72,1,0.173,77.0,66,1.1363636363636365,25490,339.8666666666667,3300,38,1.973684210526316,10,7.5,23,3.260869565217391,0.0,4,54,15,999,242360,3231.4666666666667,29000,21360,284.8,2136,0.0,0.0,0.0,0.4533333333333333,0.5866666666666667,0.4,0.16,0.3733333333333333,0.48,0.68,0.7466666666666667,0.36,0.2533333333333333,0.1066666666666666,0.0,0
PRV54119,4.285714285714286,60.0,12.0,12.0,1751.428571428571,5240,24520,404.2857142857143,1320,5660,14,0.429,1.0,0.857,1,0.071,72.5,12,1.1666666666666667,1980,141.42857142857142,800,10,1.4,2,7.0,3,4.666666666666667,0.0,3,45,6,650,22000,1571.428571428571,15000,3204,228.8571428571429,1068,0.0,0.0,0.0,0.2857142857142857,0.4285714285714285,0.6428571428571429,0.4285714285714285,0.6428571428571429,0.2142857142857142,0.8571428571428571,0.8571428571428571,0.4285714285714285,0.3571428571428571,0.1428571428571428,0.0,0
PRV51976,1068.0,1068.0,12.0,12.0,1188.571428571429,5760,8320,330.0,1500,2310,7,0.286,7.714,1.0,1,0.143,82.0,7,1.0,61000,8714.285714285714,19000,1,7.0,1,7.0,1,7.0,1.0,1,7,1,40,111260,15894.285714285714,44120,11748,1678.2857142857142,4272,18.0,6.0,7.714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.7142857142857143,1.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.0,0
PRV51784,0.0,0.0,12.0,12.0,6398.75,31470,51190,1243.75,6890,9950,8,0.375,4.125,0.875,1,0.125,68.0,7,1.1428571428571428,3820,477.5,2000,2,4.0,2,4.0,2,4.0,0.0,1,5,2,610,6000,750.0,3000,2136,267.0,1068,0.0,0.0,0.0,0.375,0.625,0.5,0.25,0.25,0.625,0.75,0.75,0.5,0.5,0.0,0.0,0
PRV51327,3.658536585365854,80.0,12.0,12.0,1844.1463414634147,8450,75610,454.8780487804878,2000,18650,41,0.366,1.561,0.805,1,0.049,75.0,27,1.5185185185185186,8990,219.26829268292684,3100,1,41.0,1,41.0,1,41.0,0.0,1,4,1,570,27900,680.4878048780488,10000,5340,130.2439024390244,1068,0.0,0.0,0.0,0.3902439024390244,0.4146341463414634,0.3658536585365853,0.0975609756097561,0.0975609756097561,0.2926829268292683,0.7073170731707317,0.6341463414634146,0.2195121951219512,0.1463414634146341,0.073170731707317,0.0,0
PRV55690,167.9111111111111,1068.0,11.736263736263735,12.0,1630.6593406593406,11750,148390,519.5604395604396,2850,47280,91,0.44,2.714,0.802,1,0.22,73.0,75,1.2133333333333334,168510,1851.7582417582416,37000,46,1.9782608695652173,16,5.6875,26,3.5,0.1648351648351648,5,45,29,860,732940,8054.285714285715,93000,56604,622.021978021978,4272,13.0,0.0,1.032967032967033,0.3516483516483517,0.5824175824175825,0.5494505494505495,0.1648351648351648,0.3846153846153846,0.3296703296703296,0.6923076923076923,0.7362637362637363,0.1978021978021978,0.2857142857142857,0.1428571428571428,0.0,0
PRV55803,0.0,0.0,12.0,12.0,620.0,640,1240,435.0,800,870,2,0.0,1.0,1.0,1,0.0,75.0,2,1.0,140,70.0,70,1,2.0,1,2.0,1,2.0,0.0,1,37,1,710,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0
PRV55701,4.193548387096774,200.0,12.0,12.0,1626.3978494623657,5580,302510,409.5161290322581,2060,76170,186,0.419,2.118,0.763,1,0.113,73.0,70,2.657142857142857,50800,273.1182795698925,3300,4,46.5,4,46.5,2,93.0,0.0,2,37,11,860,567360,3050.322580645161,30000,77964,419.1612903225807,3204,0.0,0.0,0.0,0.4086021505376344,0.5376344086021505,0.3548387096774194,0.1290322580645161,0.2580645161290322,0.3709677419354839,0.7419354838709677,0.7150537634408602,0.3709677419354839,0.1236559139784946,0.1451612903225806,0.0053763440860215,0
PRV57485,0.0,0.0,12.0,12.0,1284.0,4230,12840,578.0,2080,5780,10,0.4,3.0,0.9,1,0.2,63.5,10,1.0,1670,167.0,700,1,10.0,0,-99.0,0,-99.0,0.0,1,51,4,440,19000,1900.0,19000,1068,106.8,1068,0.0,0.0,0.0,0.5,0.5,0.3,0.1,0.2,0.4,0.7,0.6,0.5,0.1,0.0,0.1,0
PRV51165,286.6122448979592,1068.0,11.877551020408164,11.857142857142858,2340.408163265306,29770,229360,657.8571428571429,8560,64470,98,0.49,3.449,0.918,1,0.194,74.0,97,1.0103092783505154,329700,3364.285714285714,57000,62,1.5806451612903225,29,3.3793103448275863,24,4.083333333333333,0.2653061224489796,13,50,33,980,647350,6605.61224489796,65000,64240,655.5102040816327,6272,36.0,0.0,2.010204081632653,0.4285714285714285,0.5408163265306123,0.4183673469387755,0.1122448979591836,0.3061224489795918,0.4387755102040816,0.6938775510204082,0.7142857142857143,0.3469387755102041,0.2142857142857142,0.1428571428571428,0.0,0
PRV54000,3.155339805825242,200.0,11.8252427184466,11.985436893203884,1562.233009708738,11140,321820,468.3009708737864,3900,96470,206,0.311,1.806,0.869,1,0.282,78.0,95,2.168421052631579,42220,204.9514563106796,3300,5,41.2,4,51.5,3,68.66666666666667,0.0,2,23,6,690,571400,2773.78640776699,80000,73692,357.7281553398058,4272,0.0,0.0,0.0,0.3834951456310679,0.6941747572815534,0.4223300970873786,0.0825242718446602,0.3155339805825243,0.4174757281553398,0.6893203883495146,0.7475728155339806,0.2864077669902912,0.2912621359223301,0.1116504854368932,0.0048543689320388,0
PRV56982,4.166666666666667,100.0,12.0,12.0,2486.6666666666665,17530,59680,621.25,5390,14910,24,0.458,2.667,0.875,1,0.167,70.5,21,1.1428571428571428,9470,394.5833333333333,3200,2,12.0,1,24.0,2,12.0,0.0,1,45,2,982,97010,4042.0833333333335,21010,10680,445.0,2136,0.0,0.0,0.0,0.25,0.625,0.3333333333333333,0.2083333333333333,0.3333333333333333,0.375,0.625,0.5833333333333334,0.5,0.25,0.0416666666666666,0.0,0
PRV57273,0.0,0.0,12.0,12.0,753.3333333333334,1260,6780,570.0,1420,5130,9,0.778,1.222,1.0,1,0.556,71.0,6,1.5,1090,121.11111111111111,600,1,9.0,1,9.0,1,9.0,0.0,1,49,2,730,18600,2066.6666666666665,6200,3204,356.0,1068,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.4444444444444444,0.0,0
PRV56580,3.189189189189189,100.0,12.0,12.0,2601.6216216216217,30570,481300,711.027027027027,8840,131540,185,0.422,2.373,0.886,1,0.178,74.0,163,1.1349693251533743,62890,339.94594594594594,3300,99,1.8686868686868687,25,7.4,46,4.021739130434782,0.0,8,54,42,999,887140,4795.351351351352,72770,80600,435.6756756756757,4272,0.0,0.0,0.0,0.3945945945945946,0.5837837837837838,0.3567567567567568,0.2162162162162162,0.3189189189189189,0.3621621621621622,0.7513513513513513,0.7567567567567568,0.372972972972973,0.3135135135135135,0.0864864864864864,0.0108108108108108,0
PRV52242,5.483870967741935,90.0,12.0,12.0,1588.0645161290322,11900,49230,394.1935483870968,2170,12220,31,0.581,4.355,0.774,1,0.097,75.0,30,1.0333333333333334,13600,438.7096774193548,3300,2,15.5,2,15.5,2,15.5,0.0,1,10,2,150,126020,4065.161290322581,36000,16020,516.7741935483871,4272,0.0,0.0,0.0,0.2580645161290322,0.4516129032258064,0.1612903225806451,0.2258064516129032,0.2258064516129032,0.3548387096774194,0.6129032258064516,0.6129032258064516,0.2903225806451613,0.3548387096774194,0.064516129032258,0.0,0
PRV54846,230.28571428571428,1068.0,12.0,12.0,1357.6190476190477,6350,57020,414.04761904761904,1830,17390,42,0.31,1.833,0.81,1,0.167,73.5,40,1.05,117930,2807.8571428571427,31000,27,1.5555555555555556,8,5.25,8,5.25,0.2142857142857142,6,45,12,880,357580,8513.809523809523,44400,46448,1105.904761904762,9068,7.0,0.0,0.8333333333333334,0.4285714285714285,0.4761904761904761,0.2857142857142857,0.1428571428571428,0.3095238095238095,0.4285714285714285,0.7380952380952381,0.8095238095238095,0.3095238095238095,0.2142857142857142,0.1428571428571428,0.0,0
PRV53967,0.0,0.0,12.0,12.0,495.0,500,990,130.0,190,260,2,0.5,1.0,1.0,1,0.0,79.0,2,1.0,100,50.0,80,1,2.0,0,-99.0,1,2.0,0.0,1,3,1,100,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0
PRV53056,3.7142857142857135,80.0,12.0,12.0,1963.7142857142856,5530,68730,782.2857142857143,1920,27380,35,0.429,3.657,1.0,1,0.2,74.0,22,1.5909090909090908,10110,288.85714285714283,2400,12,2.9166666666666665,3,11.666666666666666,6,5.833333333333333,0.0,2,26,5,920,139640,3989.714285714286,51900,14952,427.2,3204,0.0,0.0,0.0,0.3714285714285714,0.4857142857142857,0.4,0.2285714285714285,0.3142857142857143,0.3428571428571428,0.7714285714285715,0.7428571428571429,0.1714285714285714,0.2,0.0571428571428571,0.0,0
PRV54973,76.52713178294573,1068.0,11.906976744186046,11.953488372093023,1942.3255813953488,30720,250560,644.9612403100775,9040,83200,129,0.457,3.326,0.907,1,0.147,77.0,123,1.048780487804878,68880,533.953488372093,10000,70,1.8428571428571427,26,4.961538461538462,33,3.909090909090909,0.0697674418604651,4,54,32,999,500210,3877.5968992248063,57960,62944,487.9379844961241,4272,8.0,0.0,0.3488372093023256,0.3565891472868217,0.627906976744186,0.4108527131782946,0.1007751937984496,0.3720930232558139,0.4496124031007752,0.6976744186046512,0.7131782945736435,0.3720930232558139,0.3488372093023256,0.0542635658914728,0.0,0
PRV51741,0.0,0.0,12.0,12.0,1778.0,6400,62230,457.7142857142857,1530,16020,35,0.343,3.057,0.629,1,0.171,76.0,34,1.0294117647058822,5190,148.28571428571428,800,2,17.5,2,17.5,2,17.5,0.0,1,5,1,60,138090,3945.428571428572,37000,16020,457.7142857142857,2136,0.0,0.0,0.0,0.2857142857142857,0.4857142857142857,0.4285714285714285,0.1714285714285714,0.2571428571428571,0.5142857142857142,0.7142857142857143,0.7142857142857143,0.3142857142857143,0.3714285714285714,0.0857142857142857,0.0,0
PRV57549,2.007722007722008,200.0,11.884169884169884,11.88996138996139,2270.03861003861,28290,1175880,607.7799227799228,7540,314830,518,0.405,2.224,0.919,1,0.193,74.0,324,1.5987654320987654,161160,311.11969111969114,14070,4,129.5,4,129.5,4,129.5,0.0,1,52,7,660,1697820,3277.644787644788,68000,197512,381.2972972972973,4272,0.0,0.0,0.0,0.3783783783783784,0.5308880308880309,0.3474903474903475,0.137065637065637,0.3301158301158301,0.415057915057915,0.6351351351351351,0.7355212355212355,0.277992277992278,0.3359073359073359,0.1003861003861003,0.0135135135135135,0
PRV56696,221.94117647058823,1068.0,12.0,12.0,2507.058823529412,10310,85240,660.8823529411765,2480,22470,34,0.412,2.206,0.853,1,0.206,76.0,33,1.0303030303030305,69220,2035.8823529411768,17000,25,1.36,9,3.7777777777777777,11,3.090909090909091,0.2058823529411764,2,54,13,999,346650,10195.588235294115,81000,28268,831.4117647058823,3704,11.0,0.0,1.2647058823529411,0.3235294117647059,0.5294117647058824,0.4411764705882353,0.1764705882352941,0.2647058823529412,0.4705882352941176,0.7352941176470589,0.7352941176470589,0.2941176470588235,0.3235294117647059,0.1176470588235294,0.0,0
PRV51816,1068.0,1068.0,12.0,12.0,817.1428571428571,3510,5720,82.85714285714286,240,580,7,0.429,4.857,0.429,1,0.143,75.0,7,1.0,68000,9714.285714285714,24000,1,7.0,2,3.5,0,-99.0,1.0,1,5,2,510,152970,21852.85714285714,47120,17020,2431.428571428572,4204,12.0,4.0,4.857142857142857,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.0,0
PRV51316,1068.0,1068.0,12.0,12.0,276.6666666666667,830,830,6.666666666666667,20,20,3,0.0,10.333,1.0,1,0.333,82.0,3,1.0,21000,7000.0,12000,1,3.0,1,3.0,0,-99.0,1.0,1,4,1,720,21280,7093.333333333333,12000,3204,1068.0,1068,20.0,8.0,10.333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0
PRV53551,4.482758620689655,80.0,12.0,12.0,5111.724137931034,46630,148240,1444.4827586206898,10800,41890,29,0.414,2.586,0.69,1,0.103,73.0,19,1.5263157894736843,11220,386.8965517241379,2800,1,29.0,1,29.0,1,29.0,0.0,1,19,1,390,164000,5655.172413793103,50540,12816,441.9310344827586,3204,0.0,0.0,0.0,0.3793103448275862,0.5517241379310345,0.4137931034482758,0.1034482758620689,0.4137931034482758,0.6206896551724138,0.7931034482758621,0.7586206896551724,0.3103448275862069,0.3448275862068966,0.0,0.0,0
PRV52419,40.91891891891892,1068.0,12.0,12.0,5530.714285714285,22870,619440,1364.375,4860,152810,112,0.232,3.92,0.643,1,0.357,76.0,34,3.294117647058824,113470,1013.125,32000,14,8.0,11,10.181818181818182,10,11.2,0.0446428571428571,2,54,8,960,1829570,16335.44642857143,69300,591238,5278.910714285715,35068,22.0,0.0,0.4375,0.3482142857142857,0.7678571428571429,0.5803571428571429,0.2767857142857143,0.6339285714285714,0.4821428571428571,0.8125,0.7678571428571429,0.3303571428571428,0.4464285714285714,0.2321428571428571,0.0,0
PRV53188,0.0,0.0,12.0,12.0,3546.0,7200,35460,866.0,1660,8660,10,0.3,1.0,1.0,1,0.0,72.0,8,1.25,1220,122.0,400,7,1.4285714285714286,1,10.0,5,2.0,0.0,1,17,2,984,72560,7256.0,32000,7476,747.6,2136,0.0,0.0,0.0,0.4,0.2,0.4,0.1,0.4,0.6,0.8,0.6,0.4,0.6,0.1,0.0,0
